ideCapacidadeInstaladaUF,nomUF,sigUF,mdaPotenciaInstaladakW,mesReferencia,anoReferencia,dthProcessamento
1,ACRE,AC,141760.50,12,2006,13/09/2017 00:00:00
2,ACRE,AC,141349.30,12,2007,13/09/2017 00:00:00
3,ACRE,AC,141350.30,12,2008,13/09/2017 00:00:00
4,ACRE,AC,142542.30,12,2009,13/09/2017 00:00:00
5,ACRE,AC,132998.30,12,2010,13/09/2017 00:00:00
6,ACRE,AC,136843.00,12,2011,13/09/2017 00:00:00
7,ACRE,AC,165480.90,12,2012,13/09/2017 00:00:00
8,ACRE,AC,190896.00,12,2013,13/09/2017 00:00:00
9,ACRE,AC,190896.00,12,2014,13/09/2017 00:00:00
10,ACRE,AC,195698.70,12,2015,13/09/2017 00:00:00
11,Acre,AC,258290.30,12,2016,13/09/2017 00:00:00
12,ACRE,AC,180682.10,3,2012,13/09/2017 00:00:00
13,ACRE,AC,189691.00,3,2013,13/09/2017 00:00:00
14,ACRE,AC,190896.00,3,2014,13/09/2017 00:00:00
15,ACRE,AC,193477.00,3,2015,13/09/2017 00:00:00
16,ACRE,AC,195699.00,3,2016,13/09/2017 00:00:00
17,Acre,AC,250401.90,3,2017,13/09/2017 00:00:00
18,ACRE,AC,180682.10,6,2012,13/09/2017 00:00:00
19,ACRE,AC,189691.00,6,2013,13/09/2017 00:00:00
20,ACRE,AC,190896.00,6,2014,13/09/2017 00:00:00
21,ACRE,AC,195699.00,6,2015,13/09/2017 00:00:00
22,Acre,AC,195698.70,6,2016,13/09/2017 00:00:00
23,ACRE,AC,297949.00,9,2012,13/09/2017 00:00:00
24,ACRE,AC,190896.00,9,2013,13/09/2017 00:00:00
25,ACRE,AC,190896.00,9,2014,13/09/2017 00:00:00
26,ACRE,AC,195699.00,9,2015,13/09/2017 00:00:00
27,Acre,AC,256090.30,9,2016,13/09/2017 00:00:00
29,ALAGOAS,AL,7626936.50,12,2006,13/09/2017 00:00:00
30,ALAGOAS,AL,7656836.50,12,2007,13/09/2017 00:00:00
31,ALAGOAS,AL,7670436.50,12,2008,13/09/2017 00:00:00
32,ALAGOAS,AL,7662276.50,12,2009,13/09/2017 00:00:00
33,ALAGOAS,AL,7674826.50,12,2010,13/09/2017 00:00:00
34,ALAGOAS,AL,7690487.00,12,2011,13/09/2017 00:00:00
35,ALAGOAS,AL,7690486.50,12,2012,13/09/2017 00:00:00
36,ALAGOAS,AL,7748087.00,12,2013,13/09/2017 00:00:00
37,ALAGOAS,AL,702276.00,12,2014,13/09/2017 00:00:00
38,ALAGOAS,AL,710769.10,12,2015,13/09/2017 00:00:00
39,Alagoas,AL,729369.10,12,2016,13/09/2017 00:00:00
40,ALAGOAS,AL,7690486.50,3,2012,13/09/2017 00:00:00
41,ALAGOAS,AL,7690487.00,3,2013,13/09/2017 00:00:00
42,ALAGOAS,AL,7748087.00,3,2014,13/09/2017 00:00:00
43,ALAGOAS,AL,705636.00,3,2015,13/09/2017 00:00:00
44,ALAGOAS,AL,710769.00,3,2016,13/09/2017 00:00:00
45,Alagoas,AL,729369.10,3,2017,13/09/2017 00:00:00
46,ALAGOAS,AL,7690486.50,6,2012,13/09/2017 00:00:00
47,ALAGOAS,AL,7748087.00,6,2013,13/09/2017 00:00:00
48,ALAGOAS,AL,7749087.00,6,2014,13/09/2017 00:00:00
49,ALAGOAS,AL,710385.00,6,2015,13/09/2017 00:00:00
50,Alagoas,AL,710769.10,6,2016,13/09/2017 00:00:00
51,ALAGOAS,AL,8440948.00,9,2012,13/09/2017 00:00:00
52,ALAGOAS,AL,7748087.00,9,2013,13/09/2017 00:00:00
53,ALAGOAS,AL,707376.00,9,2014,13/09/2017 00:00:00
54,ALAGOAS,AL,710769.00,9,2015,13/09/2017 00:00:00
55,Alagoas,AL,710769.10,9,2016,13/09/2017 00:00:00
57,AMAZONAS,AM,2105228.60,12,2006,13/09/2017 00:00:00
58,AMAZONAS,AM,1904359.60,12,2007,13/09/2017 00:00:00
59,AMAZONAS,AM,2044287.00,12,2008,13/09/2017 00:00:00
60,AMAZONAS,AM,2129933.00,12,2009,13/09/2017 00:00:00
61,AMAZONAS,AM,2139920.60,12,2010,13/09/2017 00:00:00
62,AMAZONAS,AM,2174906.00,12,2011,13/09/2017 00:00:00
63,AMAZONAS,AM,2259870.00,12,2012,13/09/2017 00:00:00
64,AMAZONAS,AM,2262845.00,12,2013,13/09/2017 00:00:00
65,AMAZONAS,AM,2258959.00,12,2014,13/09/2017 00:00:00
66,AMAZONAS,AM,2262779.22,12,2015,13/09/2017 00:00:00
67,Amazonas,AM,2303799.04,12,2016,13/09/2017 00:00:00
68,AMAZONAS,AM,2258470.00,3,2012,13/09/2017 00:00:00
69,AMAZONAS,AM,2262760.00,3,2013,13/09/2017 00:00:00
70,AMAZONAS,AM,2262845.00,3,2014,13/09/2017 00:00:00
71,AMAZONAS,AM,2258959.00,3,2015,13/09/2017 00:00:00
72,AMAZONAS,AM,2279542.00,3,2016,13/09/2017 00:00:00
73,Amazonas,AM,2284949.04,3,2017,13/09/2017 00:00:00
74,AMAZONAS,AM,2259370.00,6,2012,13/09/2017 00:00:00
75,AMAZONAS,AM,2262845.00,6,2013,13/09/2017 00:00:00
76,AMAZONAS,AM,2262845.00,6,2014,13/09/2017 00:00:00
77,AMAZONAS,AM,2262675.00,6,2015,13/09/2017 00:00:00
78,Amazonas,AM,2285537.24,6,2016,13/09/2017 00:00:00
79,AMAZONAS,AM,2732130.00,9,2012,13/09/2017 00:00:00
80,AMAZONAS,AM,2262845.00,9,2013,13/09/2017 00:00:00
81,AMAZONAS,AM,2262845.00,9,2014,13/09/2017 00:00:00
82,AMAZONAS,AM,2262675.00,9,2015,13/09/2017 00:00:00
83,Amazonas,AM,2303869.04,9,2016,13/09/2017 00:00:00
85,AMAPA,AP,273950.00,12,2006,13/09/2017 00:00:00
86,AMAPA,AP,273956.00,12,2007,13/09/2017 00:00:00
87,AMAPA,AP,273993.00,12,2008,13/09/2017 00:00:00
88,AMAPA,AP,296249.00,12,2009,13/09/2017 00:00:00
89,AMAPA,AP,296249.00,12,2010,13/09/2017 00:00:00
90,AMAPA,AP,297949.00,12,2011,13/09/2017 00:00:00
91,AMAPA,AP,297949.00,12,2012,13/09/2017 00:00:00
92,AMAPA,AP,302549.00,12,2013,13/09/2017 00:00:00
93,AMAPA,AP,843949.00,12,2014,13/09/2017 00:00:00
94,AMAPA,AP,940779.00,12,2015,13/09/2017 00:00:00
95,Amapa,AP,1159779.00,12,2016,13/09/2017 00:00:00
96,AMAPA,AP,297949.00,3,2012,13/09/2017 00:00:00
97,AMAPA,AP,297949.00,3,2013,13/09/2017 00:00:00
98,AMAPA,AP,302549.00,3,2014,13/09/2017 00:00:00
99,AMAPA,AP,927949.00,3,2015,13/09/2017 00:00:00
100,AMAPA,AP,940779.00,3,2016,13/09/2017 00:00:00
101,Amapa,AP,1159779.00,3,2017,13/09/2017 00:00:00
102,AMAPA,AP,297949.00,6,2012,13/09/2017 00:00:00
103,AMAPA,AP,297949.00,6,2013,13/09/2017 00:00:00
104,AMAPA,AP,302549.00,6,2014,13/09/2017 00:00:00
105,AMAPA,AP,927949.00,6,2015,13/09/2017 00:00:00
106,Amapa,AP,1086779.00,6,2016,13/09/2017 00:00:00
107,AMAPA,AP,316944.00,9,2012,13/09/2017 00:00:00
108,AMAPA,AP,297949.00,9,2013,13/09/2017 00:00:00
109,AMAPA,AP,425879.00,9,2014,13/09/2017 00:00:00
110,AMAPA,AP,927949.00,9,2015,13/09/2017 00:00:00
111,Amapa,AP,1159779.00,9,2016,13/09/2017 00:00:00
113,BAHIA,BA,8899100.90,12,2006,13/09/2017 00:00:00
114,BAHIA,BA,8915075.90,12,2007,13/09/2017 00:00:00
115,BAHIA,BA,8948287.90,12,2008,13/09/2017 00:00:00
116,BAHIA,BA,9089798.90,12,2009,13/09/2017 00:00:00
117,BAHIA,BA,9294250.90,12,2010,13/09/2017 00:00:00
118,BAHIA,BA,9724503.00,12,2011,13/09/2017 00:00:00
119,BAHIA,BA,9741812.30,12,2012,13/09/2017 00:00:00
120,BAHIA,BA,9885413.00,12,2013,13/09/2017 00:00:00
121,BAHIA,BA,8634216.00,12,2014,13/09/2017 00:00:00
122,RIO DE JANEIRO,BA,9063787.18,12,2015,13/09/2017 00:00:00
123,Bahia,BA,9582661.18,12,2016,13/09/2017 00:00:00
124,BAHIA,BA,9727907.30,3,2012,13/09/2017 00:00:00
125,BAHIA,BA,9838077.00,3,2013,13/09/2017 00:00:00
126,BAHIA,BA,9885417.00,3,2014,13/09/2017 00:00:00
127,BAHIA,BA,8785046.00,3,2015,13/09/2017 00:00:00
128,BAHIA,BA,9379539.00,3,2016,13/09/2017 00:00:00
129,Bahia,BA,9593921.34,3,2017,13/09/2017 00:00:00
130,BAHIA,BA,9727967.30,6,2012,13/09/2017 00:00:00
131,BAHIA,BA,9883307.00,6,2013,13/09/2017 00:00:00
132,BAHIA,BA,9888340.00,6,2014,13/09/2017 00:00:00
133,BAHIA,BA,8803883.00,6,2015,13/09/2017 00:00:00
134,Bahia,BA,9492777.18,6,2016,13/09/2017 00:00:00
135,BAHIA,BA,10217748.00,9,2012,13/09/2017 00:00:00
136,BAHIA,BA,9883307.00,9,2013,13/09/2017 00:00:00
137,BAHIA,BA,8306071.00,9,2014,13/09/2017 00:00:00
138,BAHIA,BA,8858703.00,9,2015,13/09/2017 00:00:00
139,Bahia,BA,9550627.18,9,2016,13/09/2017 00:00:00
141,CEARA,CE,703170.00,12,2006,13/09/2017 00:00:00
142,CEARA,CE,730420.00,12,2007,13/09/2017 00:00:00
143,CEARA,CE,730420.00,12,2008,13/09/2017 00:00:00
144,CEARA,CE,834850.00,12,2009,13/09/2017 00:00:00
145,CEARA,CE,1066034.00,12,2010,13/09/2017 00:00:00
146,CEARA,CE,1381485.00,12,2011,13/09/2017 00:00:00
147,CEARA,CE,1769522.00,12,2012,13/09/2017 00:00:00
148,CEARA,CE,2607250.00,12,2013,13/09/2017 00:00:00
149,CEARA,CE,3172245.00,12,2014,13/09/2017 00:00:00
150,CEARA,CE,3197312.90,12,2015,13/09/2017 00:00:00
151,Ceara,CE,3691514.10,12,2016,13/09/2017 00:00:00
152,CEARA,CE,1381485.00,3,2012,13/09/2017 00:00:00
153,CEARA,CE,1831551.00,3,2013,13/09/2017 00:00:00
154,CEARA,CE,2671779.00,3,2014,13/09/2017 00:00:00
155,CEARA,CE,3175645.00,3,2015,13/09/2017 00:00:00
156,CEARA,CE,3239313.00,3,2016,13/09/2017 00:00:00
157,Ceara,CE,3732014.10,3,2017,13/09/2017 00:00:00
158,MARANHAO,CE,1381485.00,6,2012,13/09/2017 00:00:00
159,CEARA,CE,2170028.00,6,2013,13/09/2017 00:00:00
160,CEARA,CE,2905147.00,6,2014,13/09/2017 00:00:00
161,CEARA,CE,3194313.00,6,2015,13/09/2017 00:00:00
162,Ceara,CE,3283313.10,6,2016,13/09/2017 00:00:00
163,CEARA,CE,1588075.00,9,2012,13/09/2017 00:00:00
164,CEARA,CE,2186828.00,9,2013,13/09/2017 00:00:00
165,CEARA,CE,3065780.00,9,2014,13/09/2017 00:00:00
166,CEARA,CE,3197313.00,9,2015,13/09/2017 00:00:00
167,Ceara,CE,3683414.10,9,2016,13/09/2017 00:00:00
169,DISTRITO FEDERAL,DF,39700.00,12,2006,13/09/2017 00:00:00
170,DISTRITO FEDERAL,DF,42120.00,12,2007,13/09/2017 00:00:00
171,DISTRITO FEDERAL,DF,42120.00,12,2008,13/09/2017 00:00:00
172,DISTRITO FEDERAL,DF,42120.00,12,2009,13/09/2017 00:00:00
173,DISTRITO FEDERAL,DF,42120.00,12,2010,13/09/2017 00:00:00
174,DISTRITO FEDERAL,DF,43258.00,12,2011,13/09/2017 00:00:00
175,DISTRITO FEDERAL,DF,43766.00,12,2012,13/09/2017 00:00:00
176,DISTRITO FEDERAL,DF,45918.00,12,2013,13/09/2017 00:00:00
177,DISTRITO FEDERAL,DF,47380.00,12,2014,13/09/2017 00:00:00
178,DISTRITO FEDERAL,DF,56058.40,12,2015,13/09/2017 00:00:00
179,Distrito Federal,DF,56058.40,12,2016,13/09/2017 00:00:00
180,DISTRITO FEDERAL,DF,43258.00,3,2012,13/09/2017 00:00:00
181,DISTRITO FEDERAL,DF,43766.00,3,2013,13/09/2017 00:00:00
182,DISTRITO FEDERAL,DF,45918.00,3,2014,13/09/2017 00:00:00
183,DISTRITO FEDERAL,DF,50500.00,3,2015,13/09/2017 00:00:00
184,DISTRITO FEDERAL,DF,56058.00,3,2016,13/09/2017 00:00:00
185,Distrito Federal,DF,56058.40,3,2017,13/09/2017 00:00:00
186,DISTRITO FEDERAL,DF,43258.00,6,2012,13/09/2017 00:00:00
187,DISTRITO FEDERAL,DF,16178.00,6,2013,13/09/2017 00:00:00
188,DISTRITO FEDERAL,DF,47377.00,6,2014,13/09/2017 00:00:00
189,DISTRITO FEDERAL,DF,55442.00,6,2015,13/09/2017 00:00:00
190,Distrito Federal,DF,56058.40,6,2016,13/09/2017 00:00:00
191,DISTRITO FEDERAL,DF,43766.00,9,2012,13/09/2017 00:00:00
192,DISTRITO FEDERAL,DF,16178.00,9,2013,13/09/2017 00:00:00
193,DISTRITO FEDERAL,DF,47377.00,9,2014,13/09/2017 00:00:00
194,DISTRITO FEDERAL,DF,55442.00,9,2015,13/09/2017 00:00:00
195,Distrito Federal,DF,56058.40,9,2016,13/09/2017 00:00:00
197,ESPIRITO SANTO,ES,1165516.00,12,2006,13/09/2017 00:00:00
198,ESPIRITO SANTO,ES,1390876.00,12,2007,13/09/2017 00:00:00
199,ESPIRITO SANTO,ES,1410876.00,12,2008,13/09/2017 00:00:00
200,ESPIRITO SANTO,ES,1524806.00,12,2009,13/09/2017 00:00:00
201,ESPIRITO SANTO,ES,1758851.00,12,2010,13/09/2017 00:00:00
202,ESPIRITO SANTO,ES,1966948.00,12,2011,13/09/2017 00:00:00
203,ESPIRITO SANTO,ES,1872815.00,12,2012,13/09/2017 00:00:00
204,ESPIRITO SANTO,ES,1872815.00,12,2013,13/09/2017 00:00:00
205,ESPIRITO SANTO,ES,1522435.00,12,2014,13/09/2017 00:00:00
206,ESPIRITO SANTO,ES,1539815.40,12,2015,13/09/2017 00:00:00
207,Espirito Santo,ES,1539642.90,12,2016,13/09/2017 00:00:00
208,ESPIRITO SANTO,ES,1966948.00,3,2012,13/09/2017 00:00:00
209,ESPIRITO SANTO,ES,1872815.00,3,2013,13/09/2017 00:00:00
210,ESPIRITO SANTO,ES,1881234.00,3,2014,13/09/2017 00:00:00
211,ESPIRITO SANTO,ES,1530781.00,3,2015,13/09/2017 00:00:00
212,ESPIRITO SANTO,ES,1539823.00,3,2016,13/09/2017 00:00:00
213,Espirito Santo,ES,1538238.90,3,2017,13/09/2017 00:00:00
214,ESPIRITO SANTO,ES,1970988.00,6,2012,13/09/2017 00:00:00
215,ESPIRITO SANTO,ES,1872815.00,6,2013,13/09/2017 00:00:00
216,ESPIRITO SANTO,ES,1870819.00,6,2014,13/09/2017 00:00:00
217,ESPIRITO SANTO,ES,1539575.00,6,2015,13/09/2017 00:00:00
218,Espirito Santo,ES,1539822.90,6,2016,13/09/2017 00:00:00
219,ESPIRITO SANTO,ES,1970988.00,9,2012,13/09/2017 00:00:00
220,ESPIRITO SANTO,ES,1872815.00,9,2013,13/09/2017 00:00:00
221,ESPIRITO SANTO,ES,1525929.00,9,2014,13/09/2017 00:00:00
222,ESPIRITO SANTO,ES,1539575.00,9,2015,13/09/2017 00:00:00
223,Espirito Santo,ES,1539822.90,9,2016,13/09/2017 00:00:00
225,GOIAS,GO,8605256.40,12,2006,13/09/2017 00:00:00
226,GOIAS,GO,8606664.40,12,2007,13/09/2017 00:00:00
227,GOIAS,GO,8737405.60,12,2008,13/09/2017 00:00:00
228,GOIAS,GO,8765159.60,12,2009,13/09/2017 00:00:00
229,GOIAS,GO,8904031.60,12,2010,13/09/2017 00:00:00
230,GOIAS,GO,9903194.00,12,2011,13/09/2017 00:00:00
231,GOIAS,GO,10261018.20,12,2012,13/09/2017 00:00:00
232,GOIAS,GO,10578599.00,12,2013,13/09/2017 00:00:00
233,GOIAS,GO,7313355.00,12,2014,13/09/2017 00:00:00
234,GOIAS,GO,7414609.11,12,2015,13/09/2017 00:00:00
235,Goias,GO,7563968.05,12,2016,13/09/2017 00:00:00
236,GOIAS,GO,9971568.20,3,2012,13/09/2017 00:00:00
237,GOIAS,GO,10575553.00,3,2013,13/09/2017 00:00:00
238,GOIAS,GO,10579551.00,3,2014,13/09/2017 00:00:00
239,GOIAS,GO,7323192.00,3,2015,13/09/2017 00:00:00
240,GOIAS,GO,7461020.00,3,2016,13/09/2017 00:00:00
241,Goias,GO,7574928.09,3,2017,13/09/2017 00:00:00
242,GOIAS,GO,10021568.20,6,2012,13/09/2017 00:00:00
243,GOIAS,GO,10572043.00,6,2013,13/09/2017 00:00:00
244,GOIAS,GO,10631699.00,6,2014,13/09/2017 00:00:00
245,GOIAS,GO,7373073.00,6,2015,13/09/2017 00:00:00
246,Goias,GO,7505520.05,6,2016,13/09/2017 00:00:00
247,GOIAS,GO,9814102.00,9,2012,13/09/2017 00:00:00
248,GOIAS,GO,10576299.00,9,2013,13/09/2017 00:00:00
249,GOIAS,GO,7240800.00,9,2014,13/09/2017 00:00:00
250,GOIAS,GO,7374609.00,9,2015,13/09/2017 00:00:00
251,Goias,GO,7570920.05,9,2016,13/09/2017 00:00:00
253,MARANHAO,MA,247612.00,12,2006,13/09/2017 00:00:00
254,MARANHAO,MA,247080.80,12,2007,13/09/2017 00:00:00
255,MARANHAO,MA,254280.80,12,2008,13/09/2017 00:00:00
256,MARANHAO,MA,265184.80,12,2009,13/09/2017 00:00:00
257,MARANHAO,MA,672124.80,12,2010,13/09/2017 00:00:00
258,MARANHAO,MA,1180450.00,12,2011,13/09/2017 00:00:00
259,MARANHAO,MA,1591274.80,12,2012,13/09/2017 00:00:00
260,MARANHAO,MA,3027829.00,12,2013,13/09/2017 00:00:00
261,MARANHAO,MA,3053971.00,12,2014,13/09/2017 00:00:00
262,MARANHAO,MA,3073605.43,12,2015,13/09/2017 00:00:00
263,Maranhao,MA,3592609.43,12,2016,13/09/2017 00:00:00
264,MARANHAO,MA,1316324.80,3,2012,13/09/2017 00:00:00
265,MARANHAO,MA,2633762.00,3,2013,13/09/2017 00:00:00
266,MARANHAO,MA,3035229.00,3,2014,13/09/2017 00:00:00
267,MARANHAO,MA,3064129.00,3,2015,13/09/2017 00:00:00
268,MARANHAO,MA,3076005.00,3,2016,13/09/2017 00:00:00
269,Maranhao,MA,3592609.43,3,2017,13/09/2017 00:00:00
270,CEARA,MA,1452199.80,6,2012,13/09/2017 00:00:00
271,MARANHAO,MA,2802595.00,6,2013,13/09/2017 00:00:00
272,MARANHAO,MA,3162629.00,6,2014,13/09/2017 00:00:00
273,MARANHAO,MA,3068056.00,6,2015,13/09/2017 00:00:00
274,Maranhao,MA,3592609.43,6,2016,13/09/2017 00:00:00
275,MARANHAO,MA,1352580.00,9,2012,13/09/2017 00:00:00
276,MARANHAO,MA,2802752.00,9,2013,13/09/2017 00:00:00
277,MARANHAO,MA,3052769.00,9,2014,13/09/2017 00:00:00
278,MARANHAO,MA,3068605.00,9,2015,13/09/2017 00:00:00
279,Maranhao,MA,3592609.43,9,2016,13/09/2017 00:00:00
281,MINAS GERAIS,MG,18031374.95,12,2006,13/09/2017 00:00:00
282,MINAS GERAIS,MG,18207831.95,12,2007,13/09/2017 00:00:00
283,MINAS GERAIS,MG,18403127.45,12,2008,13/09/2017 00:00:00
284,MINAS GERAIS,MG,18403433.45,12,2009,13/09/2017 00:00:00
285,MINAS GERAIS,MG,18714031.45,12,2010,13/09/2017 00:00:00
286,MINAS GERAIS,MG,19500264.00,12,2011,13/09/2017 00:00:00
287,MINAS GERAIS,MG,19662121.16,12,2012,13/09/2017 00:00:00
288,MINAS GERAIS,MG,20095486.00,12,2013,13/09/2017 00:00:00
289,MINAS GERAIS,MG,15486809.00,12,2014,13/09/2017 00:00:00
290,MINAS GERAIS,MG,15662491.79,12,2015,13/09/2017 00:00:00
291,Minas Gerais,MG,15797899.95,12,2016,13/09/2017 00:00:00
292,MINAS GERAIS,MG,19546728.45,3,2012,13/09/2017 00:00:00
293,MINAS GERAIS,MG,19686402.00,3,2013,13/09/2017 00:00:00
294,MINAS GERAIS,MG,20146682.00,3,2014,13/09/2017 00:00:00
295,MINAS GERAIS,MG,15574450.00,3,2015,13/09/2017 00:00:00
296,MINAS GERAIS,MG,15671474.00,3,2016,13/09/2017 00:00:00
297,Minas Gerais,MG,15801826.49,3,2017,13/09/2017 00:00:00
298,MINAS GERAIS,MG,19593728.45,6,2012,13/09/2017 00:00:00
299,MINAS GERAIS,MG,19806043.00,6,2013,13/09/2017 00:00:00
300,MINAS GERAIS,MG,19539469.00,6,2014,13/09/2017 00:00:00
301,MINAS GERAIS,MG,15653931.00,6,2015,13/09/2017 00:00:00
302,Minas Gerais,MG,15765708.47,6,2016,13/09/2017 00:00:00
303,MINAS GERAIS,MG,19652361.00,9,2012,13/09/2017 00:00:00
304,MINAS GERAIS,MG,20038178.00,9,2013,13/09/2017 00:00:00
305,MINAS GERAIS,MG,15472693.00,9,2014,13/09/2017 00:00:00
306,MINAS GERAIS,MG,15659935.00,9,2015,13/09/2017 00:00:00
307,Minas Gerais,MG,15792069.15,9,2016,13/09/2017 00:00:00
309,MATO GROSSO DO SUL,MS,7324683.00,12,2006,13/09/2017 00:00:00
310,MATO GROSSO DO SUL,MS,7361447.00,12,2007,13/09/2017 00:00:00
311,MATO GROSSO DO SUL,MS,7375947.00,12,2008,13/09/2017 00:00:00
312,MATO GROSSO DO SUL,MS,7655701.00,12,2009,13/09/2017 00:00:00
313,MATO GROSSO DO SUL,MS,7826471.00,12,2010,13/09/2017 00:00:00
314,MATO GROSSO DO SUL,MS,8224679.00,12,2011,13/09/2017 00:00:00
315,MATO GROSSO DO SUL,MS,8440948.00,12,2012,13/09/2017 00:00:00
316,MATO GROSSO DO SUL,MS,8781922.00,12,2013,13/09/2017 00:00:00
317,MATO GROSSO DO SUL,MS,2100221.00,12,2014,13/09/2017 00:00:00
318,MATO GROSSO DO SUL,MS,2362729.38,12,2015,13/09/2017 00:00:00
319,Mato Grosso do Sul,MS,2312411.38,12,2016,13/09/2017 00:00:00
320,MATO GROSSO DO SUL,MS,8297695.00,3,2012,13/09/2017 00:00:00
