ideCapacidadeInstaladaUF,nomUF,sigUF,mdaPotenciaInstaladakW,mesReferencia,anoReferencia,dthProcessamento
321,MATO GROSSO DO SUL,MS,8437948.00,3,2013,13/09/2017 00:00:00
322,MATO GROSSO DO SUL,MS,8782685.00,3,2014,13/09/2017 00:00:00
323,MATO GROSSO DO SUL,MS,2106130.00,3,2015,13/09/2017 00:00:00
324,MATO GROSSO DO SUL,MS,2357369.00,3,2016,13/09/2017 00:00:00
325,Mato Grosso do Sul,MS,2312411.38,3,2017,13/09/2017 00:00:00
326,MATO GROSSO DO SUL,MS,8426416.00,6,2012,13/09/2017 00:00:00
327,MATO GROSSO DO SUL,MS,8494892.00,6,2013,13/09/2017 00:00:00
328,MATO GROSSO DO SUL,MS,8782687.00,6,2014,13/09/2017 00:00:00
329,MATO GROSSO DO SUL,MS,2246729.00,6,2015,13/09/2017 00:00:00
330,Mato Grosso do Sul,MS,2307369.38,6,2016,13/09/2017 00:00:00
331,MATO GROSSO DO SUL,MS,8752486.00,9,2012,13/09/2017 00:00:00
332,MATO GROSSO DO SUL,MS,8661915.00,9,2013,13/09/2017 00:00:00
333,MATO GROSSO DO SUL,MS,2090407.00,9,2014,13/09/2017 00:00:00
334,MATO GROSSO DO SUL,MS,2362729.00,9,2015,13/09/2017 00:00:00
335,Mato Grosso do Sul,MS,2360207.38,9,2016,13/09/2017 00:00:00
337,MATO GROSSO,MT,1917727.20,12,2006,13/09/2017 00:00:00
338,MATO GROSSO,MT,1984299.42,12,2007,13/09/2017 00:00:00
339,MATO GROSSO,MT,2027430.62,12,2008,13/09/2017 00:00:00
340,MATO GROSSO,MT,2099130.62,12,2009,13/09/2017 00:00:00
341,MATO GROSSO,MT,2138459.82,12,2010,13/09/2017 00:00:00
342,MATO GROSSO,MT,2584740.00,12,2011,13/09/2017 00:00:00
343,MATO GROSSO,MT,2640048.82,12,2012,13/09/2017 00:00:00
344,MATO GROSSO,MT,2804909.00,12,2013,13/09/2017 00:00:00
345,MATO GROSSO,MT,2842410.00,12,2014,13/09/2017 00:00:00
346,MATO GROSSO,MT,2906079.60,12,2015,13/09/2017 00:00:00
347,Mato Grosso do Sul,MT,3088606.10,12,2016,13/09/2017 00:00:00
348,MATO GROSSO,MT,2617257.82,3,2012,13/09/2017 00:00:00
349,MATO GROSS,MT,2643031.00,3,2013,13/09/2017 00:00:00
350,MATO GROSSO,MT,2804909.00,3,2014,13/09/2017 00:00:00
351,MATO GROSSO,MT,2893372.00,3,2015,13/09/2017 00:00:00
352,MATO GROSSO,MT,2925960.00,3,2016,13/09/2017 00:00:00
353,Mato Grosso do Sul,MT,3090647.35,3,2017,13/09/2017 00:00:00
354,MATO GROSSO,MT,2617257.82,6,2012,13/09/2017 00:00:00
355,MATO GROSSO,MT,2761190.00,6,2013,13/09/2017 00:00:00
356,MATO GROSSO,MT,2810309.00,6,2014,13/09/2017 00:00:00
357,MATO GROSSO,MT,2904632.00,6,2015,13/09/2017 00:00:00
358,Mato Grosso do Sul,MT,2972940.10,6,2016,13/09/2017 00:00:00
359,MATO GROSSO,MT,2625758.00,9,2012,13/09/2017 00:00:00
360,MATO GROSSO,MT,2804909.00,9,2013,13/09/2017 00:00:00
361,MATO GROSSO,MT,2807718.00,9,2014,13/09/2017 00:00:00
362,MATO GROSSO,MT,2906080.00,9,2015,13/09/2017 00:00:00
363,Mato Grosso do Sul,MT,3086236.10,9,2016,13/09/2017 00:00:00
365,PARA,PA,7524644.20,12,2006,13/09/2017 00:00:00
366,PARA,PA,8861181.20,12,2007,13/09/2017 00:00:00
367,PARA,PA,8753570.40,12,2008,13/09/2017 00:00:00
368,PARA,PA,8716065.40,12,2009,13/09/2017 00:00:00
369,PARA,PA,8736433.40,12,2010,13/09/2017 00:00:00
370,PARA,PA,8872744.00,12,2011,13/09/2017 00:00:00
371,PARA,PA,8885729.60,12,2012,13/09/2017 00:00:00
372,PARA,PA,9059697.00,12,2013,13/09/2017 00:00:00
373,PARA,PA,9074721.00,12,2014,13/09/2017 00:00:00
374,PARA,PA,9491915.33,12,2015,13/09/2017 00:00:00
375,Para,PA,12966433.08,12,2016,13/09/2017 00:00:00
376,PARA,PA,8883553.40,3,2012,13/09/2017 00:00:00
377,PARA,PA,9054730.00,3,2013,13/09/2017 00:00:00
378,PARA,PA,9059889.00,3,2014,13/09/2017 00:00:00
379,PARA,PA,9085097.00,3,2015,13/09/2017 00:00:00
380,PARA,PA,9851245.00,3,2016,13/09/2017 00:00:00
381,Para,PA,13715633.48,3,2017,13/09/2017 00:00:00
382,PARA,PA,8883553.40,6,2012,13/09/2017 00:00:00
383,PARA,PA,9054730.00,6,2013,13/09/2017 00:00:00
384,PARA,PA,9059889.00,6,2014,13/09/2017 00:00:00
385,PARA,PA,9107258.00,6,2015,13/09/2017 00:00:00
386,Para,PA,10538390.95,6,2016,13/09/2017 00:00:00
387,PARA,PA,8885585.00,9,2012,13/09/2017 00:00:00
388,PARA,PA,9058286.00,9,2013,13/09/2017 00:00:00
389,PARA,PA,9074721.00,9,2014,13/09/2017 00:00:00
390,PARA,PA,9127926.00,9,2015,13/09/2017 00:00:00
391,Para,PA,12927415.08,9,2016,13/09/2017 00:00:00
393,PARAIBA,PB,50936.00,12,2006,13/09/2017 00:00:00
394,PARAIBA,PB,61136.00,12,2007,13/09/2017 00:00:00
395,PARAIBA,PB,61136.00,12,2008,13/09/2017 00:00:00
396,PARAIBA,PB,115886.00,12,2009,13/09/2017 00:00:00
397,PARAIBA,PB,115886.00,12,2010,13/09/2017 00:00:00
398,PARAIBA,PB,637470.00,12,2011,13/09/2017 00:00:00
399,PARAIBA,PB,640470.00,12,2012,13/09/2017 00:00:00
400,PARAIBA,PB,641470.00,12,2013,13/09/2017 00:00:00
401,PARAIBA,PB,641476.00,12,2014,13/09/2017 00:00:00
402,PARAIBA,PB,642578.80,12,2015,13/09/2017 00:00:00
403,Paraiba,PB,657578.80,12,2016,13/09/2017 00:00:00
404,PARAIBA,PB,637470.00,3,2012,13/09/2017 00:00:00
405,PARAIBA,PB,640470.00,3,2013,13/09/2017 00:00:00
406,PARAIBA,PB,641470.00,3,2014,13/09/2017 00:00:00
407,PARAIBA,PB,642276.00,3,2015,13/09/2017 00:00:00
408,PARAIBA,PB,645579.00,3,2016,13/09/2017 00:00:00
409,Paraiba,PB,657578.80,3,2017,13/09/2017 00:00:00
410,PARAIBA,PB,637470.00,6,2012,13/09/2017 00:00:00
411,PARAIBA,PB,641470.00,6,2013,13/09/2017 00:00:00
412,PARAIBA,PB,641470.00,6,2014,13/09/2017 00:00:00
413,PARAIBA,PB,642270.00,6,2015,13/09/2017 00:00:00
414,Paraiba,PB,657578.80,6,2016,13/09/2017 00:00:00
415,PARAIBA,PB,122610.00,9,2012,13/09/2017 00:00:00
416,PARAIBA,PB,641470.00,9,2013,13/09/2017 00:00:00
417,PARAIBA,PB,641470.00,9,2014,13/09/2017 00:00:00
418,PARAIBA,PB,642270.00,9,2015,13/09/2017 00:00:00
419,Paraiba,PB,657578.80,9,2016,13/09/2017 00:00:00
421,PERNAMBUCO,PE,2382832.70,12,2006,13/09/2017 00:00:00
422,PERNAMBUCO,PE,2388832.70,12,2007,13/09/2017 00:00:00
423,PERNAMBUCO,PE,2418564.70,12,2008,13/09/2017 00:00:00
424,PERNAMBUCO,PE,2704028.70,12,2009,13/09/2017 00:00:00
425,PERNAMBUCO,PE,2716941.70,12,2010,13/09/2017 00:00:00
426,PERNAMBUCO,PE,2806382.00,12,2011,13/09/2017 00:00:00
427,PERNAMBUCO,PE,2817094.70,12,2012,13/09/2017 00:00:00
428,PERNAMBUCO,PE,3401067.00,12,2014,13/09/2017 00:00:00
429,PERNAMBUCO,PE,3873270.95,12,2015,13/09/2017 00:00:00
430,Pernambuco,PE,4152131.95,12,2016,13/09/2017 00:00:00
431,PERNAMBUCO,PE,2816455.70,3,2012,13/09/2017 00:00:00
432,PERNAMBUCO,PE,3210354.00,3,2013,13/09/2017 00:00:00
433,PERNAMBUCO,PE,3394958.00,3,2014,13/09/2017 00:00:00
434,PERNAMBUCO,PE,3521560.00,3,2015,13/09/2017 00:00:00
435,PERNAMBUCO,PE,3875791.00,3,2016,13/09/2017 00:00:00
436,Pernambuco,PE,4156381.59,3,2017,13/09/2017 00:00:00
437,PERNAMBUCO,PE,2815855.70,6,2012,13/09/2017 00:00:00
438,PERNAMBUCO,PE,3190834.00,6,2013,13/09/2017 00:00:00
439,PERNAMBUCO,PE,3400598.00,6,2014,13/09/2017 00:00:00
440,PERNAMBUCO,PE,3537328.00,6,2015,13/09/2017 00:00:00
441,Pernambuco,PE,4071300.95,6,2016,13/09/2017 00:00:00
442,PERNAMBUCO,PE,2816730.00,9,2012,13/09/2017 00:00:00
443,PERNAMBUCO,PE,3191201.00,9,2013,13/09/2017 00:00:00
444,PERNAMBUCO,PE,3400960.00,9,2014,13/09/2017 00:00:00
445,PERNAMBUCO,PE,3550626.00,9,2015,13/09/2017 00:00:00
446,Pernambuco,PE,4097631.95,9,2016,13/09/2017 00:00:00
448,PIAUI,PI,290010.00,12,2006,13/09/2017 00:00:00
449,PIAUI,PI,290010.00,12,2007,13/09/2017 00:00:00
450,PIAUI,PI,290010.00,12,2008,13/09/2017 00:00:00
451,PIAUI,PI,316810.00,12,2009,13/09/2017 00:00:00
452,PIAUI,PI,316810.00,12,2010,13/09/2017 00:00:00
453,PIAUI,PI,316944.00,12,2011,13/09/2017 00:00:00
454,PIAUI,PI,316944.00,12,2012,13/09/2017 00:00:00
455,PIAUI,PI,318115.00,12,2013,13/09/2017 00:00:00
456,PIAUI,PI,388115.00,12,2014,13/09/2017 00:00:00
457,PIAUI,PI,814186.00,12,2015,13/09/2017 00:00:00
458,Piaui,PI,1196286.00,12,2016,13/09/2017 00:00:00
459,PIAUI,PI,316944.00,3,2012,13/09/2017 00:00:00
460,PIAUI,PI,316944.00,3,2013,13/09/2017 00:00:00
461,PIAUI,PI,318115.00,3,2014,13/09/2017 00:00:00
462,PIAUI,PI,388115.00,3,2015,13/09/2017 00:00:00
463,PIAUI,PI,1016886.00,3,2016,13/09/2017 00:00:00
464,Piaui,PI,1292886.00,3,2017,13/09/2017 00:00:00
465,PIAUI,PI,316944.00,6,2012,13/09/2017 00:00:00
466,PIAUI,PI,316944.00,6,2013,13/09/2017 00:00:00
467,PIAUI,PI,318115.00,6,2014,13/09/2017 00:00:00
468,PIAUI,PI,574036.00,6,2015,13/09/2017 00:00:00
469,Piaui,PI,1016886.00,6,2016,13/09/2017 00:00:00
470,PIAUI,PI,637470.00,9,2012,13/09/2017 00:00:00
471,PIAUI,PI,317136.00,9,2013,13/09/2017 00:00:00
472,PIAUI,PI,388115.00,9,2014,13/09/2017 00:00:00
473,PIAUI,PI,603636.00,9,2015,13/09/2017 00:00:00
474,Piaui,PI,1150286.00,9,2016,13/09/2017 00:00:00
476,PARANA,PR,17468332.00,12,2006,13/09/2017 00:00:00
477,PARANA,PR,17547298.00,12,2007,13/09/2017 00:00:00
478,PARANA,PR,17616126.00,12,2008,13/09/2017 00:00:00
479,PARANA,PR,17641764.00,12,2009,13/09/2017 00:00:00
480,PARANA,PR,17787354.00,12,2010,13/09/2017 00:00:00
481,PARANA,PR,17753342.00,12,2011,13/09/2017 00:00:00
482,PARANA,PR,18130570.20,12,2012,13/09/2017 00:00:00
483,PARANA,PR,18232699.00,12,2013,13/09/2017 00:00:00
484,PARANA,PR,16117214.00,12,2014,13/09/2017 00:00:00
485,PARANA,PR,16219526.21,12,2015,13/09/2017 00:00:00
486,Parana,PR,16641322.92,12,2016,13/09/2017 00:00:00
487,PARANA,PR,17761687.20,3,2012,13/09/2017 00:00:00
488,PARANA,PR,18141048.00,3,2013,13/09/2017 00:00:00
489,PARANA,PR,18233786.00,3,2014,13/09/2017 00:00:00
490,PARANA,PR,16140168.00,3,2015,13/09/2017 00:00:00
491,PARANA,PR,16227364.00,3,2016,13/09/2017 00:00:00
492,Parana,PR,16643656.32,3,2017,13/09/2017 00:00:00
493,PARANA,PR,17761687.20,6,2012,13/09/2017 00:00:00
494,PARANA,PR,18150542.00,6,2013,13/09/2017 00:00:00
495,PARANA,PR,18234011.00,6,2014,13/09/2017 00:00:00
496,PARANA,PR,16191484.00,6,2015,13/09/2017 00:00:00
497,Parana,PR,16248359.21,6,2016,13/09/2017 00:00:00
498,PARANA,PR,17776227.00,9,2012,13/09/2017 00:00:00
499,PARANA,PR,18231871.00,9,2013,13/09/2017 00:00:00
500,PARANA,PR,16114439.00,9,2014,13/09/2017 00:00:00
501,PARANA,PR,16193724.00,9,2015,13/09/2017 00:00:00
502,Parana,PR,16626567.82,9,2016,13/09/2017 00:00:00
504,RIO DE JANEIRO,RJ,7404536.40,12,2006,13/09/2017 00:00:00
505,RIO DE JANEIRO,RJ,7672987.40,12,2007,13/09/2017 00:00:00
506,RIO DE JANEIRO,RJ,7763037.40,12,2008,13/09/2017 00:00:00
507,RIO DE JANEIRO,RJ,7827536.40,12,2009,13/09/2017 00:00:00
508,RIO DE JANEIRO,RJ,7870648.40,12,2010,13/09/2017 00:00:00
509,RIO DE JANEIRO,RJ,8667164.00,12,2011,13/09/2017 00:00:00
510,RIO DE JANEIRO,RJ,8699748.40,12,2012,13/09/2017 00:00:00
511,RIO DE JANEIRO,RJ,8825077.00,12,2013,13/09/2017 00:00:00
512,RIO DE JANEIRO,RJ,8644056.00,12,2014,13/09/2017 00:00:00
513,BAHIA,RJ,8443724.18,12,2015,13/09/2017 00:00:00
514,Rio de Janeiro,RJ,8447617.78,12,2016,13/09/2017 00:00:00
515,RIO DE JANEIRO,RJ,8683482.40,3,2012,13/09/2017 00:00:00
516,RIO DE JANEIRO,RJ,8700317.00,3,2013,13/09/2017 00:00:00
517,RIO DE JANEIRO,RJ,9052117.00,3,2014,13/09/2017 00:00:00
518,RIO DE JANEIRO,RJ,8877570.00,3,2015,13/09/2017 00:00:00
519,RIO DE JANEIRO,RJ,8443724.00,3,2016,13/09/2017 00:00:00
520,Rio de Janeiro,RJ,8451853.73,3,2017,13/09/2017 00:00:00
521,RIO DE JANEIRO,RJ,8695982.40,6,2012,13/09/2017 00:00:00
522,RIO DE JANEIRO,RJ,8618687.00,6,2013,13/09/2017 00:00:00
523,RIO DE JANEIRO,RJ,9058745.00,6,2014,13/09/2017 00:00:00
524,RIO DE JANEIRO,RJ,8918218.00,6,2015,13/09/2017 00:00:00
525,Rio de Janeiro,RJ,8444919.38,6,2016,13/09/2017 00:00:00
526,RIO DE JANEIRO,RJ,8878279.00,9,2012,13/09/2017 00:00:00
527,RIO DE JANEIRO,RJ,8824091.00,9,2013,13/09/2017 00:00:00
528,RIO DE JANEIRO,RJ,8642984.00,9,2014,13/09/2017 00:00:00
529,RIO DE JANEIRO,RJ,8924060.00,9,2015,13/09/2017 00:00:00
530,Rio de Janeiro,RJ,8445493.78,9,2016,13/09/2017 00:00:00
532,RIO GRANDE DO NORTE,RN,88956.00,12,2006,13/09/2017 00:00:00
533,RIO GRANDE DO NORTE,RN,88956.00,12,2007,13/09/2017 00:00:00
534,RIO GRANDE DO NORTE,RN,147426.00,12,2008,13/09/2017 00:00:00
535,RIO GRANDE DO NORTE,RN,582076.00,12,2009,13/09/2017 00:00:00
536,RIO GRANDE DO NORTE,RN,582076.00,12,2010,13/09/2017 00:00:00
537,RIO GRANDE DO NORTE,RN,743320.00,12,2011,13/09/2017 00:00:00
538,RIO GRANDE DO NORTE,RN,926704.00,12,2012,13/09/2017 00:00:00
539,RIO GRANDE DO NORTE,RN,930251.00,12,2013,13/09/2017 00:00:00
540,RIO GRANDE DO NORTE,RN,2135054.00,12,2014,13/09/2017 00:00:00
541,RIO GRANDE DO NORTE,RN,2909859.84,12,2015,13/09/2017 00:00:00
542,Rio Grande do Norte,RN,3834199.84,12,2016,13/09/2017 00:00:00
543,RIO GRANDE DO NORTE,RN,847620.00,3,2012,13/09/2017 00:00:00
544,RIO GRANDE DO NORTE,RN,947204.00,3,2013,13/09/2017 00:00:00
545,RIO GRANDE DO NORTE,RN,1204067.00,3,2014,13/09/2017 00:00:00
546,RIO GRANDE DO NORTE,RN,2439488.00,3,2015,13/09/2017 00:00:00
547,RIO GRANDE DO NORTE,RN,3194200.00,3,2016,13/09/2017 00:00:00
548,Rio Grande do Norte,RN,3834199.84,3,2017,13/09/2017 00:00:00
549,RIO GRANDE DO NORTE,RN,847620.00,6,2012,13/09/2017 00:00:00
550,RIO GRANDE DO NORTE,RN,902251.00,6,2013,13/09/2017 00:00:00
551,RIO GRANDE DO NORTE,RN,1415467.00,6,2014,13/09/2017 00:00:00
552,RIO GRANDE DO NORTE,RN,2711860.00,6,2015,13/09/2017 00:00:00
553,Rio Grande do Norte,RN,3368799.84,6,2016,13/09/2017 00:00:00
554,RIO GRANDE DO NORTE,RN,855754.00,9,2012,13/09/2017 00:00:00
555,RIO GRANDE DO NORTE,RN,902251.00,9,2013,13/09/2017 00:00:00
556,RIO GRANDE DO NORTE,RN,1603703.00,9,2014,13/09/2017 00:00:00
557,RIO GRANDE DO NORTE,RN,2803660.00,9,2015,13/09/2017 00:00:00
558,Rio Grande do Norte,RN,3712399.84,9,2016,13/09/2017 00:00:00
560,RONDONIA,RO,888626.08,12,2006,13/09/2017 00:00:00
561,RONDONIA,RO,896881.48,12,2007,13/09/2017 00:00:00
562,RONDONIA,RO,902441.48,12,2008,13/09/2017 00:00:00
563,RONDONIA,RO,914148.48,12,2009,13/09/2017 00:00:00
564,RONDONIA,RO,933159.48,12,2010,13/09/2017 00:00:00
565,RONDONIA,RO,1007058.00,12,2011,13/09/2017 00:00:00
566,RONDONIA,RO,1630940.48,12,2012,13/09/2017 00:00:00
567,RONDONIA,RO,2144928.00,12,2013,13/09/2017 00:00:00
568,RONDONIA,RO,6283516.56,12,2015,13/09/2017 00:00:00
569,Rondonia,RO,8017439.56,12,2016,13/09/2017 00:00:00
570,RONDONIA,RO,1149179.48,3,2012,13/09/2017 00:00:00
571,RONDONIA,RO,1712459.00,3,2013,13/09/2017 00:00:00
572,RONDONIA,RO,6880245.00,3,2016,13/09/2017 00:00:00
573,Rondonia,RO,8396091.68,3,2017,13/09/2017 00:00:00
574,RONDONIA,RO,1289300.48,6,2012,13/09/2017 00:00:00
575,RONDONIA,RO,1784168.00,6,2013,13/09/2017 00:00:00
576,RONDONIA,RO,3409201.00,6,2014,13/09/2017 00:00:00
577,RONDONIA,RO,5767721.00,6,2015,13/09/2017 00:00:00
578,Rondonia,RO,7322479.56,6,2016,13/09/2017 00:00:00
579,RONDONIA,RO,1381485.00,9,2012,13/09/2017 00:00:00
580,RONDONIA,RO,2005748.00,9,2013,13/09/2017 00:00:00
581,RONDONIA,RO,5921047.00,9,2015,13/09/2017 00:00:00
582,Rondonia,RO,8017439.56,9,2016,13/09/2017 00:00:00
584,RORAIMA,RR,118030.40,12,2006,13/09/2017 00:00:00
585,RORAIMA,RR,118102.40,12,2007,13/09/2017 00:00:00
586,RORAIMA,RR,117278.40,12,2008,13/09/2017 00:00:00
587,RORAIMA,RR,127410.40,12,2009,13/09/2017 00:00:00
588,RORAIMA,RR,127410.40,12,2010,13/09/2017 00:00:00
589,RORAIMA,RR,122610.00,12,2011,13/09/2017 00:00:00
590,RORAIMA,RR,122610.40,12,2012,13/09/2017 00:00:00
591,RORAIMA,RR,122610.00,12,2013,13/09/2017 00:00:00
592,RORAIMA,RR,4745751.00,12,2014,13/09/2017 00:00:00
593,RORAIMA,RR,264345.40,12,2015,13/09/2017 00:00:00
594,Roraima,RR,263360.40,12,2016,13/09/2017 00:00:00
595,RORAIMA,RR,122610.40,3,2012,13/09/2017 00:00:00
596,RORAIMA,RR,122610.00,3,2013,13/09/2017 00:00:00
597,RORAIMA,RR,122610.00,3,2014,13/09/2017 00:00:00
598,RORAIMA,RR,124438.00,3,2015,13/09/2017 00:00:00
599,RORAIMA,RR,263370.00,3,2016,13/09/2017 00:00:00
600,Roraima,RR,263360.40,3,2017,13/09/2017 00:00:00
601,RORAIMA,RR,122610.40,6,2012,13/09/2017 00:00:00
602,RORAIMA,RR,122610.00,6,2013,13/09/2017 00:00:00
603,RORAIMA,RR,122610.00,6,2014,13/09/2017 00:00:00
604,RORAIMA,RR,263989.00,6,2015,13/09/2017 00:00:00
605,Roraima,RR,263360.40,6,2016,13/09/2017 00:00:00
606,RORAIMA,RR,159722.00,9,2012,13/09/2017 00:00:00
607,RORAIMA,RR,122610.00,9,2013,13/09/2017 00:00:00
608,RORAIMA,RR,4072261.00,9,2014,13/09/2017 00:00:00
609,RORAIMA,RR,264345.00,9,2015,13/09/2017 00:00:00
610,Roraima,RR,263360.40,9,2016,13/09/2017 00:00:00
612,RIO GRANDE DO SUL,RS,6598474.60,12,2006,13/09/2017 00:00:00
613,RIO GRANDE DO SUL,RS,6640554.60,12,2007,13/09/2017 00:00:00
614,RIO GRANDE DO SUL,RS,6826128.60,12,2008,13/09/2017 00:00:00
615,RIO GRANDE DO SUL,RS,7006976.60,12,2009,13/09/2017 00:00:00
616,RIO GRANDE DO SUL,RS,7150077.60,12,2010,13/09/2017 00:00:00
617,RIO GRANDE DO SUL,RS,8704267.00,12,2011,13/09/2017 00:00:00
618,RIO GRANDE DO SUL,RS,8925936.40,12,2012,13/09/2017 00:00:00
619,RIO GRANDE DO SUL,RS,9132560.00,12,2013,13/09/2017 00:00:00
620,RIO GRANDE DO SUL,RS,8185627.00,12,2014,13/09/2017 00:00:00
621,RIO GRANDE DO SUL,RS,9341073.58,12,2015,13/09/2017 00:00:00
622,Rio Grande do Sul,RS,9403343.43,12,2016,13/09/2017 00:00:00
623,RIO GRANDE DO SUL,RS,8792286.80,3,2012,13/09/2017 00:00:00
624,RIO GRANDE DO SUL,RS,9047087.00,3,2013,13/09/2017 00:00:00
625,RIO GRANDE DO SUL,RS,9197636.00,3,2014,13/09/2017 00:00:00
626,RIO GRANDE DO SUL,RS,8726097.00,3,2015,13/09/2017 00:00:00
627,RIO GRANDE DO SUL,RS,9373986.00,3,2016,13/09/2017 00:00:00
628,Rio Grande do Sul,RS,9527879.28,3,2017,13/09/2017 00:00:00
629,RIO GRANDE DO SUL,RS,8832485.40,6,2012,13/09/2017 00:00:00
630,RIO GRANDE DO SUL,RS,9113983.00,6,2013,13/09/2017 00:00:00
631,RIO GRANDE DO SUL,RS,9199390.00,6,2014,13/09/2017 00:00:00
